func_147354_a,processChatMessage,2,
func_147355_a,processHeldItemChange,2,
func_147356_a,processCloseWindow,2,
func_147357_a,processEntityAction,2,
func_147358_a,processInput,2,
func_147359_a,sendPacket,2,
func_147360_c,kickPlayerFromServer,2,
func_147361_d,handleSlashCommand,2,
func_147362_b,getNetworkManager,2,
func_147363_d,currentTimeMillis,2,
func_147364_a,setPlayerLocation,2,
func_147383_a,processHandshake,2,
func_147388_a,handleDisconnect,2,
func_147389_a,handleEncryptionRequest,2,
func_147390_a,handleLoginSuccess,2,
func_147397_a,handleServerInfo,2,
func_147398_a,handlePong,2,
func_147407_a,setBase64EncodedIconData,0,
func_147409_e,getBase64EncodedIconData,0,
func_147416_a,findClosestStructure,2,
func_147422_a,replaceBlocksForBiome,2,
func_147437_c,isAirBlock,2,
func_147438_o,getTileEntity,2,
func_147439_a,getBlock,2,
func_147440_b,findClosestStructure,2,
func_147441_b,notifyBlocksOfNeighborChange,2,
func_147442_i,setThunderStrength,0,
func_147443_d,destroyBlockInWorldPartially,2,
func_147444_c,notifyBlockChange,2,
func_147445_c,isBlockNormalCubeDefault,2,
func_147447_a,rayTraceBlocks,2,
func_147449_b,setBlock,2,
func_147451_t,updateAllLightTypes,2,
func_147452_c,addBlockEvent,2,
func_147453_f,updateNeighborsAboutBlockChange,2,
func_147454_a,scheduleBlockUpdateWithPriority,2,
func_147455_a,setTileEntity,2,
func_147457_a,markTileEntityForRemoval,2,
func_147458_c,markBlockRangeForRenderUpdate,2,
func_147459_d,notifyBlocksOfNeighborChange,2,
func_147460_e,notifyBlockOfNeighborChange,2,
func_147462_b,getTensionFactorForBlock,2,
func_147463_c,updateLightByType,2,
func_147464_a,scheduleBlockUpdate,2,
func_147465_d,setBlock,2,
func_147466_a,doesBlockHaveSolidTopSurface,2,
func_147468_f,setBlockToAir,2,
func_147469_q,isBlockFullCube,2,
func_147471_g,markBlockForUpdate,2,
func_147472_a,canPlaceEntityOnSide,2,
func_147474_b,getTopBlock,2,
func_147475_p,removeTileEntity,2,
func_147476_b,markTileEntityChunkModified,2,
func_147477_a,isBlockTickScheduledThisTick,2,
func_147478_e,canSnowAt,2,
func_147479_m,markBlockForRenderUpdate,2,
func_147480_a,breakBlock,2,
func_147493_a,createPlayer,0,
func_147496_a,onWorldChange,0,
func_147499_a,bindTexture,0,
func_147500_a,renderTileEntityAt,0,
func_147542_a,cacheActiveRenderInfo,0,
func_147544_a,renderTileEntity,0,
func_147545_a,hasSpecialRenderer,0,
func_147546_a,getSpecialRendererByClass,0,
func_147547_b,getSpecialRenderer,0,
func_147548_a,getFontRenderer,0,
func_147549_a,renderTileEntityAt,0,
func_147564_a,getVertexState,0,
func_147565_a,setVertexState,0,
func_147570_f,getHasNormals,0,
func_147571_e,getHasBrightness,0,
func_147572_a,getRawBuffer,0,
func_147573_d,getHasTexture,0,
func_147574_g,getHasColor,0,
func_147575_c,getVertexCount,0,
func_147576_b,getRawBufferIndex,0,
func_147584_b,onStaticEntitiesChanged,2,
func_147585_a,markBlockRangeForRenderUpdate,2,
func_147586_a,markBlockForUpdate,2,
func_147587_b,destroyBlockPartially,2,
func_147588_b,markBlockForRenderUpdate,2,
func_147589_a,renderEntities,0,
func_147590_a,drawOutlinedBoundingBox,0,
func_147591_f,rebuildDisplayListEntities,0,
func_147604_a,setFramebufferColor,0,
func_147605_b,createFramebuffer,0,
func_147606_d,unbindFramebufferTexture,0,
func_147607_a,setFramebufferFilter,0,
func_147608_a,deleteFramebuffer,0,
func_147609_e,unbindFramebuffer,0,
func_147610_a,bindFramebuffer,0,
func_147611_b,checkFramebufferComplete,0,
func_147612_c,bindFramebufferTexture,0,
func_147613_a,createBindFramebuffer,0,
func_147614_f,framebufferClear,0,
func_147615_c,framebufferRender,0,
func_147631_c,deleteGlTexture,0,
func_147632_b,setAnisotropicFiltering,0,
func_147633_a,setMipmapLevels,0,
func_147634_a,completeResourceLocation,0,
func_147640_e,checkTextureUploaded,0,
func_147641_a,setBufferedImage,0,
func_147645_c,deleteTexture,0,
func_147647_b,bidiReorder,0,
func_147649_g,getXPosF,0,
func_147650_b,getSoundLocation,0,
func_147651_i,getZPosF,0,
func_147652_d,getRepeatDelay,0,
func_147653_e,getVolume,0,
func_147654_h,getYPosF,0,
func_147655_f,getPitch,0,
func_147656_j,getAttenuationType,0,
func_147657_c,canRepeat,0,
func_147667_k,isDonePlaying,0,
func_147673_a,createPositionedSoundRecord,0,
func_147674_a,createPositionedSoundRecord,0,
func_147675_a,createRecordSoundAtPosition,0,
func_147680_a,getSound,0,
func_147681_a,playDelayedSound,0,
func_147682_a,playSound,0,
func_147683_b,stopSound,0,
func_147684_a,setSoundLevel,0,
func_147685_d,unloadSounds,0,
func_147686_a,getRandomSoundFromCategories,0,
func_147687_e,resumeSounds,0,
func_147689_b,pauseSounds,0,
func_147690_c,stopSounds,0,
func_147691_a,setListener,0,
func_147692_c,isSoundPlaying,0,
func_147693_a,loadSoundResource,0,
func_147701_i,getMapItemRenderer,0,
func_147702_a,isShaderActive,0,
func_147703_b,deactivateShader,0,
func_147704_a,updateShaderGroupSize,0,
func_147705_c,activateNextShader,0,
func_147706_e,getShaderGroup,0,
func_147715_a,renderChest,0,
func_147721_p,renderBlockLiquid,0,
func_147722_a,renderBlockStairs,0,
func_147723_f,renderBlockTripWireSource,0,
func_147724_m,renderBlockStem,0,
func_147725_a,renderBlockAnvil,0,
func_147726_j,renderBlockVine,0,
func_147727_a,mixAoBrightness,0,
func_147728_a,renderBlockAnvilOrient,0,
func_147729_a,getLiquidHeight,0,
func_147730_a,renderBlockStemSmall,0,
func_147731_b,renderPistonBase,0,
func_147732_a,renderBlockRedstoneDiodeMetadata,0,
func_147733_k,renderBlockStainedGlassPane,0,
func_147734_d,renderFaceZPos,0,
func_147735_a,renderBlockFence,0,
func_147736_d,renderStandardBlockWithColorMultiplier,0,
func_147737_a,renderBlockAnvilRotate,0,
func_147738_c,renderPistonRodEW,0,
func_147739_a,renderItemIn3d,0,
func_147740_a,renderBlockStemBig,0,
func_147741_a,renderBlockBrewingStand,0,
func_147742_r,renderBlockLog,0,
func_147743_a,renderBlockEndPortalFrame,0,
func_147744_b,hasOverrideBlockTexture,0,
func_147745_b,getBlockIcon,0,
func_147746_l,renderCrossedSquares,0,
func_147747_a,renderTorchAtAngle,0,
func_147748_a,renderBlockRedstoneDiode,0,
func_147749_a,renderBlockSandFalling,0,
func_147750_a,renderPistonExtensionAllFaces,0,
func_147751_a,renderStandardBlockWithAmbientOcclusion,0,
func_147752_a,renderBlockFlowerpot,0,
func_147753_b,setRenderAllFaces,0,
func_147754_e,renderBlockCactusImpl,0,
func_147755_t,renderBlockCactus,0,
func_147756_g,renderBlockTripWire,0,
func_147757_a,setOverrideBlockTexture,0,
func_147758_b,getIconSafe,0,
func_147759_a,renderBlockRepeater,0,
func_147760_u,renderBlockDoor,0,
func_147761_c,renderFaceZNeg,0,
func_147762_c,unlockBlockBounds,0,
func_147763_a,renderPistonRodUD,0,
func_147764_f,renderFaceXPos,0,
func_147765_a,drawCrossedSquares,0,
func_147766_a,renderBlockMinecartTrack,0,
func_147767_a,renderBlockPane,0,
func_147768_a,renderFaceYNeg,0,
func_147769_a,renderBlockAllFaces,0,
func_147770_b,overrideBlockBounds,0,
func_147771_a,clearOverrideBlockTexture,0,
func_147772_a,renderBlockCocoa,0,
func_147773_v,renderBlockBed,0,
func_147774_a,renderBlockDoublePlant,0,
func_147775_a,setRenderBoundsFromBlock,0,
func_147776_a,renderBlockFenceGate,0,
func_147777_a,getBlockIconFromSide,0,
func_147778_a,getAoBrightness,0,
func_147779_s,renderBlockQuartz,0,
func_147780_a,renderBlockAnvilMetadata,0,
func_147781_a,renderBlockRedstoneComparator,0,
func_147782_a,setRenderBounds,0,
func_147783_o,renderBlockLilyPad,0,
func_147784_q,renderStandardBlock,0,
func_147785_a,renderBlockCauldron,0,
func_147786_a,setRenderFromInside,0,
func_147787_a,getBlockIconFromSideAndMetadata,0,
func_147788_h,renderBlockRedstoneWire,0,
func_147789_b,renderPistonRodSN,0,
func_147790_e,renderBlockLever,0,
func_147791_c,renderBlockTorch,0,
func_147792_a,renderBlockUsingTexture,0,
func_147793_a,getBlockIcon,0,
func_147794_i,renderBlockLadder,0,
func_147795_a,renderBlockCropsImpl,0,
func_147796_n,renderBlockCrops,0,
func_147797_a,renderBlockBeacon,0,
func_147798_e,renderFaceXNeg,0,
func_147799_a,renderBlockHopperMetadata,0,
func_147800_a,renderBlockAsItem,0,
func_147801_a,renderBlockFire,0,
func_147802_a,renderBlockDragonEgg,0,
func_147803_a,renderBlockHopper,0,
func_147804_d,renderPistonBaseAllFaces,0,
func_147805_b,renderBlockByRenderType,0,
func_147806_b,renderFaceYPos,0,
func_147807_a,renderBlockWall,0,
func_147808_b,renderStandardBlockWithAmbientOcclusionPartial,0,
func_147809_c,renderPistonExtension,0,
func_147889_b,updateRendererSort,0,
func_147890_b,preRenderBlocks,0,
func_147891_a,postRenderBlocks,0,
func_147892_a,updateRenderer,0,
func_147905_a,isStaticEntity,0,
func_147906_a,renderLivingLabel,0,
func_147936_a,renderEntityStatic,0,
func_147937_a,renderEntitySimple,0,
func_147938_a,cacheActiveRenderInfo,0,
func_147939_a,doRenderEntity,0,
func_147940_a,renderEntityWithPosYaw,0,
func_147942_a,deleteTexture,0,
func_147946_a,allocateTextureImpl,0,
func_147947_a,uploadTextureSub,0,
func_147948_a,prepareAnisotropicData,0,
func_147949_a,generateMipmapData,0,
func_147951_b,setTextureBlurred,0,
func_147955_a,uploadTextureMipmap,0,
func_147960_a,prepareAnisotropicFiltering,0,
func_147961_a,fixTransparentPixels,0,
func_147962_a,getFrameTextureData,0,
func_147963_d,generateMipmaps,0,
func_147964_a,loadSprite,0,
func_147965_a,getFrameTextureData,0,
func_147969_b,getMipmapDimension,0,
func_147984_b,getShaderUniformOrDefault,0,
func_147985_d,markDirty,0,
func_147986_h,getProgram,0,
func_147987_b,parseUniform,0,
func_147988_a,deleteShader,0,
func_147989_e,getVertexShaderLoader,0,
func_147990_i,setupUniforms,0,
func_147991_a,getShaderUniform,0,
func_147992_a,addSamplerTexture,0,
func_147993_b,endShader,0,
func_147994_f,getFragmentShaderLoader,0,
func_147995_c,useShader,0,
func_147996_a,parseSampler,0,
func_148017_a,getFramebuffer,0,
func_148018_a,loadShaderGroup,0,
func_148020_a,addFramebuffer,0,
func_148021_a,deleteShaderGroup,0,
func_148022_b,getShaderGroupName,0,
func_148023_a,addShader,0,
func_148024_c,resetProjectionMatrix,0,
func_148026_a,createBindFramebuffers,0,
func_148027_a,initTarget,0,
func_148028_c,initUniform,0,
func_148040_d,preLoadShader,0,
func_148041_a,addAuxFramebuffer,0,
func_148042_a,loadShader,0,
func_148043_c,getShaderManager,0,
func_148044_b,deleteShader,0,
func_148045_a,setProjectionMatrix,0,
func_148054_b,deleteShader,0,
func_148055_a,getShaderFilename,0,
func_148056_a,attachShader,0,
func_148057_a,loadShader,0,
func_148062_a,getShaderName,0,
func_148063_b,getShaderExtension,0,
func_148064_d,getLoadedShaders,0,
func_148065_c,getShaderMode,0,
func_148074_b,getStaticShaderLinkHelper,0,
func_148075_b,linkProgram,0,
func_148076_a,setNewStaticShaderLinkHelper,0,
func_148077_a,deleteShader,0,
func_148078_c,createProgram,0,
func_148081_a,set,0,
func_148082_k,uploadFloatMatrix,0,
func_148083_a,set,0,
func_148084_b,setUniformLocation,0,
func_148085_a,parseType,0,
func_148086_a,getShaderName,0,
func_148087_a,set,0,
func_148088_a,set,0,
func_148089_j,uploadFloat,0,
func_148090_a,set,0,
func_148091_i,uploadInt,0,
func_148093_b,upload,0,
func_148094_a,set,0,
func_148095_a,set,0,
func_148096_h,markDirty,0,
func_148097_a,set,0,
func_148120_b,drawSelectionBox,0,
func_148121_k,bindAmountScrolled,0,
func_148122_a,setDimensions,0,
func_148123_a,drawBackground,0,
func_148124_c,getSlotIndexFromScreenCoords,0,
func_148125_i,getEnabled,0,
func_148126_a,drawSlot,0,
func_148127_b,getSize,0,
func_148128_a,drawScreen,0,
func_148129_a,drawListHeader,0,
func_148130_a,setShowSelectionBox,0,
func_148131_a,isSelected,0,
func_148133_a,setHasListHeader,0,
func_148134_d,registerScrollButtons,0,
func_148136_c,overlayBackground,0,
func_148137_d,getScrollBarX,0,
func_148138_e,getContentHeight,0,
func_148139_c,getListWidth,0,
func_148140_g,setSlotXBoundsFromLeft,0,
func_148141_e,isMouseYWithinSlotBounds,0,
func_148143_b,setEnabled,0,
func_148144_a,elementClicked,0,
func_148145_f,scrollBy,0,
func_148146_j,getSlotHeight,0,
func_148147_a,actionPerformed,0,
func_148148_g,getAmountScrolled,0,
func_148180_b,getListEntry,0,
func_148201_l,getList,0,
func_148202_k,getListHeader,0,
func_148254_d,getToken,0,
func_148255_b,getPlayerID,0,
func_148256_e,getProfile,0,
func_148259_a,saveScreenshot,0,
func_148260_a,saveScreenshot,0,
func_148262_d,denormalizeValue,0,
func_148263_a,setValueMax,0,
func_148264_f,snapToStep,0,
func_148266_c,normalizeValue,0,
func_148267_f,getValueMax,0,
func_148268_e,snapToStepClamp,0,
func_148277_b,mouseReleased,0,
func_148278_a,mousePressed,0,
func_148279_a,drawEntry,0,
func_148289_a,getLanServer,0,
func_148296_a,getServerData,0,
func_148297_b,prepareServerIcon,0,
func_148329_a,scrollTo,0,
func_148334_a,generateNewRandomName,0,
func_148335_a,reseedRandomGenerator,0,
func_148522_a,onDownloadComplete,0,
func_148526_a,obtainResourcePack,0,
func_148530_e,getResourcePackInstance,0,
func_148535_c,getListMipmaps,0,
func_148537_a,sendPacketToAllPlayersInDimension,2,
func_148539_a,sendChatMsg,2,
func_148540_a,sendPacketToAllPlayers,2,
func_148541_a,sendToAllNear,2,
func_148542_a,allowUserToConnect,2,
func_148543_a,sendToAllNearExcept,2,
func_148544_a,sendChatMsgImpl,2,
func_148545_a,createPlayerForUser,2,
func_148552_f,isStreaming,0,
func_148553_a,setSoundEntryVolume,0,
func_148554_a,setSoundEntryWeight,0,
func_148555_d,getSoundEntryWeight,0,
func_148556_a,getSoundEntryName,0,
func_148557_a,setStreaming,0,
func_148558_b,getSoundEntryVolume,0,
func_148559_b,setSoundEntryPitch,0,
func_148560_c,getSoundEntryPitch,0,
func_148561_a,setSoundEntryName,0,
func_148562_a,setSoundEntryType,0,
func_148563_e,getSoundEntryType,0,
func_148570_a,getSoundList,0,
func_148571_a,setSoundCategory,0,
func_148572_a,setReplaceExisting,0,
func_148573_c,getSoundCategory,0,
func_148574_b,canReplaceExisting,0,
func_148580_a,getType,0,
func_148586_a,getTypeInt,0,
func_148594_a,getNormalizedVolume,0,
func_148595_a,getSoundCategoryVolume,0,
func_148596_a,reloadSoundSystem,0,
func_148597_a,isSoundPlaying,0,
func_148599_a,playDelayedSound,0,
func_148601_a,setSoundCategoryVolume,0,
func_148602_b,stopSound,0,
func_148604_f,resumeAllSounds,0,
func_148605_d,updateAllSounds,0,
func_148606_a,getNormalizedPitch,0,
func_148608_i,loadSoundSystem,0,
func_148610_e,pauseAllSounds,0,
func_148611_c,playSound,0,
func_148612_a,getURLForSoundResource,0,
func_148613_b,unloadSoundSystem,0,
func_148614_c,stopAllSounds,0,
func_148615_a,setListener,0,
func_148633_c,getMaxDelay,0,
func_148634_b,getMinDelay,0,
func_148635_a,getMusicTickerLocation,0,
func_148647_b,setVolume,0,
func_148648_d,isStreamingSound,0,
func_148649_c,getVolume,0,
func_148650_b,getPitch,0,
func_148651_a,setPitch,0,
func_148652_a,getSoundPoolEntryLocation,0,
func_148727_a,addSoundToEventPool,0,
func_148728_d,getSoundCategory,0,
func_148729_c,getSoundEventLocation,0,
func_148740_a,createUnderlyingMap,2,
func_148741_d,containsKey,2,
func_148742_b,getKeys,2,
func_148750_c,getNameForObject,2,
func_148753_b,containsId,2,
func_148754_a,getObjectById,2,
func_148755_c,ensureNamespaced,2,
func_148756_a,addObject,2,
func_148757_b,getIDForObject,2,
func_148762_a,registerSound,0,
func_148763_c,clearMap,0,
func_148821_a,glBlendFunc,0,
func_148822_b,isFramebufferEnabled,0,
func_148833_a,processPacket,2,
func_148834_a,readBlob,2,
func_148835_b,serialize,2,
func_148836_a,hasPriority,2,
func_148837_a,readPacketData,2,
func_148838_a,writeBlob,2,
func_148839_a,generatePacket,2,
func_148840_b,writePacketData,2,
func_148853_f,getTileEntityType,0,
func_148854_e,getZ,0,
func_148855_d,getY,0,
func_148856_c,getX,0,
func_148857_g,getNbtCompound,0,
func_148864_h,getData2,0,
func_148865_f,getZ,0,
func_148866_e,getY,0,
func_148867_d,getX,0,
func_148868_c,getBlockType,0,
func_148869_g,getData1,0,
func_148916_d,isChat,2,
func_149089_e,getZ,0,
func_149090_d,getY,0,
func_149091_a,getPlayer,0,
func_149092_c,getX,0,
func_149101_g,getFlySpeed,2,
func_149102_b,setFlying,2,
func_149103_f,isCreativeMode,2,
func_149104_a,setFlySpeed,2,
func_149105_e,isAllowFlying,2,
func_149106_d,isFlying,2,
func_149107_h,getWalkSpeed,2,
func_149108_a,setInvulnerable,2,
func_149109_c,setAllowFlying,2,
func_149110_b,setWalkSpeed,2,
func_149111_d,setCreativeMode,2,
func_149112_c,isInvulnerable,2,
func_149187_d,getData,0,
func_149188_c,getMapId,0,
func_149239_h,getPosZ,0,
func_149240_f,getPosX,0,
func_149241_e,getSoundData,0,
func_149242_d,getSoundType,0,
func_149243_g,getPosY,0,
func_149244_c,isSoundServerwide,0,
func_149289_c,getClientTime,2,
func_149304_c,getProfile,2,
func_149330_d,getFoodLevel,0,
func_149331_e,getSaturationLevel,0,
func_149332_c,getHealth,0,
func_149419_c,getMessage,2,
func_149421_d,getType,2,
func_149435_c,getStatus,2,
func_149439_c,getMessage,2,
func_149460_c,getKey,2,
func_149462_g,getYaw,2,
func_149463_k,getRotating,2,
func_149464_c,getPositionX,2,
func_149467_d,getPositionY,2,
func_149470_h,getPitch,2,
func_149471_f,getStance,2,
func_149472_e,getPositionZ,2,
func_149482_g,getFlySpeed,2,
func_149483_b,setFlying,2,
func_149484_f,isCreativeMode,2,
func_149485_a,setFlySpeed,2,
func_149486_e,isAllowFlying,2,
func_149488_d,isFlying,2,
func_149489_h,getWalkSpeed,2,
func_149490_a,setInvulnerable,2,
func_149491_c,setAllowFlying,2,
func_149492_b,setWalkSpeed,2,
func_149493_d,setCreativeMode,2,
func_149494_c,isInvulnerable,2,
func_149501_f,getDiggingBlockFace,2,
func_149502_e,getDiggedBlockZ,2,
func_149503_d,getDiggedBlockY,2,
func_149505_c,getDiggedBlockX,2,
func_149506_g,getDiggedBlockStatus,2,
func_149518_g,getDifficulty,2,
func_149519_h,isShowCape,2,
func_149520_f,isColorsEnabled,2,
func_149521_d,getView,2,
func_149523_e,getChatVisibility,2,
func_149524_c,getLang,2,
func_149532_c,getId,2,
func_149533_d,getUid,2,
func_149537_d,getButton,2,
func_149539_c,getId,2,
func_149542_h,getMode,2,
func_149543_e,getUsedButton,2,
func_149544_d,getSlotId,2,
func_149546_g,getClickedItem,2,
func_149547_f,getActionNumber,2,
func_149548_c,getWindowId,2,
func_149558_e,getData,2,
func_149559_c,getChannel,2,
func_149564_a,getEntityFromWorld,2,
func_149565_c,getAction,2,
func_149568_f,getPlacedBlockDirection,2,
func_149569_i,getPlacedBlockOffsetY,2,
func_149570_e,getPlacedBlockZ,2,
func_149571_d,getPlacedBlockY,2,
func_149573_h,getPlacedBlockOffsetX,2,
func_149574_g,getStack,2,
func_149575_j,getPlacedBlockOffsetZ,2,
func_149576_c,getPlacedBlockX,2,
func_149585_e,getZ,2,
func_149586_d,getY,2,
func_149588_c,getX,2,
func_149589_f,getLines,2,
func_149594_c,getRequestedState,2,
func_149595_d,getProtocolVersion,2,
func_149614_c,getSlotId,2,
func_149616_d,getForwardSpeed,2,
func_149617_f,isSneaking,2,
func_149618_e,isJumping,2,
func_149620_c,getStrafeSpeed,2,
func_149625_d,getStack,2,
func_149627_c,getSlotId,2,
func_149633_g,getSelectedBoundingBoxFromPool,0,
func_149634_a,getBlockFromItem,2,
func_149635_D,getBlockColor,0,
func_149636_a,harvestBlock,2,
func_149637_q,isBlockNormalCube,0,
func_149638_a,getExplosionResistance,2,
func_149639_l,fillWithRain,2,
func_149640_a,modifyEntityVelocity,2,
func_149641_N,getTextureName,0,
func_149642_a,dropBlockAsItem,2,
func_149643_k,getDamageValue,2,
func_149644_j,createStackedBlock,2,
func_149645_b,getRenderType,2,
func_149646_a,shouldSideBeRendered,0,
func_149647_a,setCreativeTab,2,
func_149648_K,isFlowerPot,0,
func_149649_H,disableStats,2,
func_149650_a,getItemDropped,2,
func_149651_a,registerIcons,0,
func_149652_G,getEnableStats,2,
func_149653_t,getTickRandomly,2,
func_149654_a,isVecInsideYZBounds,2,
